,Count of Amenities,bathrooms,bedrooms,fee,price,square_feet,costRange,allowedPets
693,1,1.0,1,0,1150.0,581,2,0
694,0,1.0,1,0,899.0,620,2,0
695,3,1.0,1,0,999.0,547,2,0
696,1,1.0,1,0,755.0,566,2,1
697,0,2.0,3,0,1150.0,1287,2,1
698,5,1.0,1,0,1170.0,587,2,1
699,3,1.0,1,0,850.0,520,2,0
700,3,1.0,1,0,955.0,484,2,0
701,0,1.0,2,0,1949.0,955,3,1
702,0,1.0,3,0,950.0,884,2,1
704,0,1.0,2,0,1349.0,325,3,1
705,0,1.0,2,0,1500.0,900,2,1
706,0,2.0,2,0,2900.0,1017,3,1
707,3,1.0,1,0,1195.0,550,2,0
708,0,1.0,1,0,820.0,953,2,1
709,0,2.5,2,0,1000.0,1152,1,1
710,4,1.0,1,0,965.0,613,2,1
712,0,2.0,2,0,919.0,1000,1,1
713,2,1.0,2,0,2195.0,989,3,1
714,0,1.0,1,0,1460.0,600,3,1
715,4,1.0,1,0,1265.0,903,2,1
717,3,1.0,1,0,1850.0,900,3,0
718,0,2.0,2,0,799.0,1056,1,1
719,0,1.0,2,0,1700.0,800,3,1
720,2,1.0,5,0,1000.0,1500,1,0
722,6,1.0,1,0,585.0,820,2,1
723,8,1.0,1,0,590.0,748,1,1
724,5,2.0,2,0,1612.0,792,2,0
725,2,2.0,2,0,2760.0,1050,3,1
726,3,2.0,3,0,1449.0,1555,2,1
727,0,1.0,1,0,700.0,300,2,0
728,2,2.0,3,0,1299.0,1400,2,1
729,14,1.0,1,0,1269.0,850,2,1
730,8,1.0,1,0,1670.0,931,3,1
731,3,1.0,1,0,895.0,720,1,1
732,0,1.0,1,0,994.0,512,2,1
733,1,1.0,1,0,2395.0,458,3,0
734,1,1.0,1,0,625.0,250,3,0
735,11,2.0,2,0,1465.0,1327,2,1
736,5,2.0,2,0,1359.0,1204,2,1
737,7,1.0,1,0,698.0,775,2,1
738,0,1.0,1,0,865.0,400,2,0
739,5,1.0,1,0,925.0,485,2,0
740,7,2.0,2,0,739.0,774,2,1
741,0,1.0,1,0,575.0,250,1,0
742,7,1.0,1,0,625.0,770,1,1
743,1,1.0,1,0,600.0,250,2,0
744,4,1.0,2,0,1895.0,433,3,0
745,1,2.0,2,0,910.0,1110,1,0
746,4,2.0,2,0,780.0,1000,2,0
747,4,1.0,2,0,920.0,750,2,0
748,5,1.0,2,0,670.0,1010,2,1
749,5,1.0,2,0,480.0,342,1,1
750,2,2.0,3,0,1199.0,1450,2,1
751,2,3.0,3,0,1199.0,1530,2,1
752,3,1.0,2,0,935.0,502,2,1
753,1,1.0,1,0,560.0,420,1,1
755,1,2.0,3,0,713.0,1196,1,1
756,10,1.0,1,0,1049.0,712,1,1
757,0,1.0,1,0,812.0,785,1,1
758,11,1.0,1,0,1290.0,728,2,1
759,7,1.0,2,0,898.0,561,2,1
760,4,1.0,2,0,795.0,888,1,0
761,0,1.0,2,0,2075.0,678,3,1
762,4,1.0,1,0,911.0,300,3,1
763,4,1.0,1,0,1926.0,738,3,1
764,9,1.0,2,0,1540.0,414,3,1
765,3,1.0,1,0,1089.0,730,2,1
766,11,1.0,1,0,1799.0,817,3,1
767,2,1.0,1,0,1260.0,668,2,1
768,0,1.0,1,0,1100.0,400,3,0
769,3,1.0,1,0,1565.0,760,2,0
770,0,1.0,1,0,1576.0,747,2,1
771,5,1.0,1,0,1225.0,569,2,1
772,9,1.0,1,0,1390.0,733,2,1
773,6,1.0,1,0,1295.0,690,2,1
774,2,1.0,2,0,945.0,796,2,1
775,5,1.0,1,0,1085.0,754,2,1
776,9,1.0,1,0,920.0,764,3,1
777,6,2.0,2,0,1501.0,1086,2,1
778,1,1.0,1,0,877.0,759,2,1
779,2,2.0,3,0,1399.0,1345,2,1
781,2,2.0,3,0,1325.0,1440,2,1
782,6,1.0,1,0,959.0,800,3,1
783,2,1.0,1,0,904.0,729,2,1
784,0,2.0,2,0,1825.0,1324,3,1
785,0,1.0,0,0,1400.0,255,3,1
786,0,1.0,1,0,850.0,690,1,1
787,0,1.0,1,0,395.0,572,1,1
788,0,1.0,1,0,850.0,566,1,1
789,0,1.5,2,0,1975.0,800,3,1
791,0,2.0,2,0,2595.0,963,3,0
793,5,1.0,1,0,1796.0,634,3,0
794,0,1.0,1,0,1250.0,918,2,1
795,0,1.0,1,0,2000.0,604,3,1
797,0,1.0,3,0,850.0,936,1,1
798,0,1.0,1,0,710.0,646,2,1
799,0,1.0,3,0,1150.0,460,2,1
800,0,1.0,1,0,950.0,850,3,1
801,0,1.0,1,0,995.0,854,2,1
802,0,1.0,1,0,1400.0,600,3,1
803,0,1.0,1,0,495.0,546,1,0
805,0,1.0,2,0,1269.0,800,2,1
806,3,1.0,1,0,974.0,516,2,0
807,5,1.0,1,0,1130.0,516,2,0
808,0,1.0,1,0,859.0,533,2,0
809,2,1.0,2,0,1040.0,400,2,0
810,4,1.0,1,0,980.0,527,2,0
811,2,1.0,1,0,888.0,495,2,0
812,3,1.0,1,0,1084.0,526,2,0
813,4,1.0,1,0,883.0,542,2,0
814,3,1.0,1,0,1461.0,740,2,0
815,3,1.0,1,0,993.0,648,2,0
816,7,1.0,1,0,1135.0,672,2,0
817,8,1.0,1,0,1415.0,668,2,0
818,3,1.0,1,0,1293.0,651,2,0
820,0,1.0,1,0,2255.0,1073,2,1
821,5,1.0,1,0,1230.0,592,2,1
822,6,1.0,1,0,1686.0,612,2,1
823,5,1.0,1,0,1030.0,527,2,1
824,3,1.0,1,0,1010.0,659,2,0
825,0,1.0,1,0,1260.0,597,2,0
826,0,1.0,1,0,2420.0,688,3,0
827,0,1.0,1,0,1175.0,700,2,0
828,0,1.0,2,0,850.0,513,2,0
829,0,1.0,1,0,1665.0,678,2,1
830,0,2.0,2,0,1149.0,868,2,1
831,0,2.0,2,0,915.0,1200,1,1
832,0,1.0,1,0,1595.0,620,3,1
833,0,2.0,2,0,2025.0,1200,3,1
834,4,2.0,2,0,2460.0,1400,3,1
835,4,1.0,2,0,1233.0,535,2,0
836,2,1.0,1,0,2200.0,691,3,1
837,0,2.0,2,0,1950.0,984,3,1
838,0,1.5,3,0,1875.0,1152,2,1
839,0,1.0,0,0,1654.0,393,3,0
840,1,2.0,2,0,770.0,1074,1,0
841,2,1.0,1,0,1570.0,700,3,1
842,5,1.0,1,0,942.0,225,3,1
843,3,1.0,2,0,1255.0,1050,2,0
845,14,1.0,1,0,1399.0,685,2,1
846,10,2.0,2,0,1438.0,932,3,1
847,12,2.0,4,0,1818.0,1449,3,1
849,8,1.0,2,0,1015.0,713,1,1
850,8,1.0,1,0,1190.0,759,2,1
851,1,1.0,1,0,900.0,250,2,0
852,6,1.0,1,0,815.0,727,1,1
853,7,1.0,2,0,1120.0,515,3,1
854,6,1.0,1,0,850.0,550,3,1
855,0,1.0,1,0,650.0,250,1,0
856,2,1.0,2,0,795.0,958,1,1
857,6,2.0,2,0,1270.0,1050,1,1
858,12,1.0,1,0,930.0,728,1,1
859,7,1.0,1,0,1375.0,530,2,1
860,3,1.0,2,0,1670.0,350,3,0
861,0,1.0,1,0,865.0,250,3,0
862,10,1.0,2,0,985.0,1080,1,1
863,8,2.0,2,0,750.0,880,1,1
864,4,1.0,0,0,725.0,308,2,0
865,5,1.0,1,0,1049.0,990,1,1
866,2,1.0,1,0,635.0,550,2,1
867,5,1.0,2,0,630.0,800,1,1
868,8,1.0,1,0,984.0,752,1,1
869,3,1.0,1,0,525.0,640,1,1
870,2,2.0,3,0,817.0,1473,1,1
871,0,2.0,4,0,1250.0,1363,1,1
873,0,2.0,3,0,1249.0,1380,2,1
874,8,1.0,1,0,1055.0,790,2,1
875,5,1.0,1,0,775.0,608,2,1
876,9,1.0,1,0,1520.0,747,2,1
877,7,1.0,3,0,1337.0,1020,2,1
878,11,1.0,1,0,1200.0,670,3,1
879,10,1.0,1,0,930.0,688,2,1
880,1,1.0,1,0,940.0,544,2,1
881,1,1.0,1,0,790.0,611,1,1
882,9,1.0,1,0,1406.0,704,3,0
883,3,1.0,1,0,1030.0,780,1,1
884,10,1.0,1,0,959.0,561,2,1
885,7,1.0,1,0,1033.0,651,2,1
886,6,1.0,1,0,850.0,420,2,1
887,9,1.0,1,0,1685.0,940,3,1
888,2,1.0,1,0,1099.0,336,2,1
889,10,1.0,2,0,1630.0,506,3,1
890,11,1.0,1,0,655.0,661,2,1
891,0,1.0,1,0,1273.0,788,2,1
892,0,1.0,1,0,928.0,722,2,1
893,7,1.0,1,0,750.0,690,1,1
894,8,1.0,1,0,1076.0,700,2,1
897,0,2.0,3,0,1299.0,1604,2,1
899,2,2.0,3,0,1399.0,1520,2,1
900,4,1.0,2,0,750.0,800,1,0
901,0,1.0,1,0,1225.0,776,2,0
902,2,1.0,1,0,1324.0,686,3,1
903,3,1.0,1,0,805.0,686,2,0
904,1,1.0,1,0,1019.0,777,2,1
905,2,1.0,1,0,919.0,635,2,1
906,0,1.0,1,0,800.0,832,2,1
908,0,1.0,1,0,1895.0,550,3,1
909,0,2.0,2,0,2025.0,960,3,1
910,0,1.0,1,0,2199.0,825,3,1
911,0,1.0,1,0,995.0,632,2,0
912,0,1.0,1,0,1495.0,586,3,0
913,0,1.0,1,0,1300.0,500,2,1
914,0,1.0,1,0,840.0,465,2,1
915,0,1.0,1,0,1185.0,650,2,1
916,0,1.0,2,0,2800.0,648,3,0
919,4,1.0,1,0,969.0,668,2,1
920,0,1.0,1,0,835.0,650,1,0
921,0,1.0,1,0,985.0,692,2,1
922,2,2.0,2,0,1500.0,1144,2,0
923,0,1.0,1,0,770.0,540,2,0
924,0,1.0,2,0,1700.0,600,3,1
925,0,1.0,1,0,1650.0,915,3,1
926,4,1.0,1,0,815.0,800,2,1
927,0,2.5,2,0,1075.0,1400,2,1
928,0,1.0,1,0,1275.0,536,3,1
929,0,1.0,1,0,565.0,725,1,1
930,0,1.0,1,0,2600.0,750,3,1
931,0,1.0,1,0,795.0,700,1,1
932,0,2.0,2,0,925.0,1063,1,0
933,0,1.0,1,0,845.0,800,1,1
934,0,2.0,2,0,1745.0,1246,3,0
935,0,1.0,2,0,1695.0,850,3,1
936,0,1.0,1,0,835.0,776,1,0
937,0,2.5,3,0,1645.0,1562,1,1
938,6,1.0,1,0,1075.0,700,2,0
939,3,1.0,1,0,1750.0,588,2,0
940,0,1.0,1,0,830.0,520,2,0
941,4,1.0,2,0,989.0,441,2,0
942,3,1.0,1,0,1020.0,570,2,0
943,3,1.0,1,0,1465.0,846,2,0
944,0,1.0,2,0,1299.0,611,2,0
945,4,1.0,1,0,1030.0,657,2,0
946,1,1.0,1,0,1328.0,572,2,0
947,3,1.0,1,0,850.0,518,2,0
948,0,1.0,1,0,1455.0,640,2,0
949,0,1.0,1,0,2145.0,804,2,1
950,0,1.0,1,0,1395.0,672,2,1
951,1,1.0,1,0,1000.0,705,2,0
952,6,1.0,1,0,1421.0,780,2,0
953,3,1.0,1,0,820.0,563,2,0
954,0,1.0,1,0,1149.0,723,1,1
955,0,1.0,1,0,645.0,600,1,1
956,0,1.0,1,0,560.0,670,1,0
957,0,2.0,2,0,2390.0,1325,2,1
958,0,2.0,2,0,875.0,1092,1,1
959,4,1.0,1,0,1220.0,675,2,1
960,0,1.0,2,0,870.0,422,2,0
961,0,1.0,1,0,1050.0,396,2,0
962,0,1.0,1,0,975.0,649,2,1
965,0,2.0,3,0,950.0,1100,1,0
966,0,1.0,2,0,1145.0,912,1,1
967,0,2.0,3,0,2895.0,1246,3,0
968,0,2.0,2,0,850.0,850,1,1
971,0,1.0,2,0,909.0,894,2,1
972,2,1.0,3,0,2400.0,1500,3,0
975,0,2.5,2,0,1450.0,1365,2,0
976,0,1.5,3,0,975.0,1534,1,1
977,0,1.0,1,0,1796.0,452,3,0
978,7,1.0,2,0,1216.0,1023,2,1
979,1,1.0,4,0,2075.0,885,3,1
980,5,1.0,1,0,676.0,709,1,0
981,10,1.0,1,0,1050.0,748,2,1
982,3,2.0,3,0,1299.0,1165,2,1
984,11,1.0,1,0,759.0,622,2,1
985,6,1.0,1,0,450.0,579,2,1
986,10,1.0,2,0,1350.0,486,3,1
987,8,1.0,1,0,855.0,780,3,1
988,2,2.0,3,0,1299.0,1540,1,1
989,7,1.0,1,0,925.0,620,2,1
990,1,1.0,1,0,855.0,662,2,0
991,11,1.0,1,0,850.0,935,1,1
992,9,1.0,1,0,1010.0,774,1,1
993,6,2.0,2,0,1500.0,1400,2,1
995,6,1.0,2,0,1514.0,945,2,1
996,4,1.0,1,0,840.0,775,2,0
997,4,1.0,1,0,891.0,812,2,1
998,2,1.0,3,0,1050.0,760,2,0
999,7,1.0,1,0,710.0,625,3,0
1000,7,1.0,3,0,565.0,510,1,1
1001,12,1.0,1,0,1475.0,470,2,1
1002,12,1.0,4,0,1135.0,523,2,1
1003,3,2.0,3,0,1360.0,950,1,1
1004,0,3.0,3,0,1665.0,1395,1,1
1005,7,1.0,2,0,900.0,475,1,1
1007,7,1.0,1,0,680.0,622,1,1
1008,2,1.0,2,0,325.0,325,1,1
1009,0,1.0,2,0,850.0,880,1,0
1010,4,2.0,2,0,845.0,1059,1,1
1011,1,1.0,1,0,950.0,700,3,1
1012,5,4.0,4,0,1800.0,1219,2,0
1013,1,1.0,1,0,700.0,600,1,1
1014,9,1.0,1,0,2445.0,756,3,1
1015,3,1.0,2,0,1335.0,1060,3,1
1016,4,1.0,2,0,1375.0,1112,3,1
1017,8,1.0,2,0,1490.0,546,2,1
1018,0,1.0,1,0,1589.0,720,3,0
1019,0,1.0,2,0,969.0,535,3,1
1020,6,1.0,0,0,1115.0,389,3,1
1021,9,2.0,2,0,825.0,840,1,1
1022,4,1.0,1,0,675.0,605,1,1
1023,11,1.0,3,0,2013.0,418,3,1
1024,11,1.0,1,0,716.0,755,2,1
1025,5,1.0,2,0,1035.0,533,2,1
1026,6,1.0,2,0,740.0,792,2,1
1027,1,1.0,2,0,1015.0,800,1,1
1028,1,1.0,1,0,915.0,547,1,0
1029,10,1.0,1,0,1095.0,790,2,1
1030,3,1.0,1,0,1120.0,712,2,1
1031,4,1.0,1,0,979.0,882,2,1
1032,5,1.0,3,0,2038.0,740,3,1
1033,6,1.0,1,0,969.0,850,2,1
1034,0,1.0,2,0,931.0,465,2,1
1035,2,1.0,0,0,2495.0,408,3,1
1036,2,1.0,1,0,1655.0,346,3,1
1037,3,1.0,1,0,1275.0,700,3,1
1038,8,1.0,1,0,1655.0,674,2,1
1039,6,1.0,2,0,699.0,1000,1,0
1040,6,1.0,1,0,700.0,680,1,1
1041,9,1.0,1,0,2240.0,760,3,1
1042,13,1.0,1,0,1268.0,744,3,1
1043,2,2.0,3,0,1399.0,1603,2,1
1044,2,2.0,3,0,1149.0,1340,2,1
1045,1,1.0,1,0,1109.0,872,2,0
1046,11,2.0,2,0,1395.0,1583,3,1
1047,4,1.0,1,0,1109.0,618,2,1
1048,3,1.0,1,0,1019.0,635,2,1
1049,3,2.0,3,0,1119.0,1137,2,0
1050,0,1.0,1,0,2295.0,441,3,0
1051,0,1.0,2,0,1675.0,750,3,0
1052,0,1.0,1,0,1195.0,817,2,1
1055,0,1.0,2,0,900.0,785,2,1
1056,0,1.0,2,0,2050.0,920,3,1
1057,0,1.5,2,0,1599.0,732,3,1
1058,0,1.0,1,0,1075.0,625,2,1
1060,1,1.0,1,0,1334.0,626,3,0
1061,5,1.0,1,0,1907.0,779,3,0
1063,0,2.0,2,0,2400.0,1148,2,1
1064,0,1.0,1,0,1280.0,844,2,1
1065,0,1.0,2,0,1700.0,1132,3,0
1066,0,1.0,1,0,1325.0,579,2,1
1068,0,1.0,1,0,720.0,641,1,1
1069,0,1.0,1,0,1440.0,681,3,1
1070,0,1.0,1,0,775.0,825,1,1
1071,0,1.0,1,0,760.0,660,1,0
1072,0,1.0,1,0,589.0,600,1,1
1073,0,2.0,3,0,1775.0,1233,3,1
1074,0,1.0,1,0,825.0,700,1,0
1075,0,1.0,1,0,1700.0,820,1,1
1076,0,1.0,1,0,835.0,820,1,1
1077,0,1.0,2,0,875.0,816,1,1
1078,0,1.5,1,0,1435.0,929,2,0
1079,0,2.0,2,0,811.0,935,1,1
1080,0,2.0,2,0,1350.0,1246,2,1
1081,0,1.0,1,0,735.0,725,1,1
1082,0,1.5,3,0,975.0,1155,1,0
1083,4,1.0,1,0,1138.0,650,2,0
1084,4,1.0,1,0,1145.0,629,2,0
1085,2,1.0,1,0,1495.0,903,2,0
1086,2,1.0,1,0,870.0,593,2,0
1087,0,1.0,1,0,1299.0,508,2,0
1088,0,1.0,1,0,875.0,750,1,1
1089,0,1.5,4,0,1400.0,1350,2,1
1090,3,1.0,2,0,1233.0,560,2,0
1091,3,1.0,1,0,1500.0,525,2,0
1092,0,1.0,2,0,1695.0,802,3,0
1093,0,2.0,2,0,1150.0,930,2,1
1094,0,1.0,1,0,1863.0,637,2,0
1096,0,1.0,1,0,985.0,802,2,0
1098,0,1.0,1,0,1299.0,799,2,1
1099,1,1.0,1,0,1335.0,833,2,0
1100,0,1.0,1,0,1110.0,592,2,0
1101,0,1.0,1,0,995.0,300,3,1
1102,4,1.0,1,0,1350.0,713,2,1
1103,0,2.0,3,0,2195.0,1558,3,0
1104,0,1.0,1,0,1009.0,720,2,1
1105,0,2.0,2,0,675.0,1088,1,1
1106,0,1.0,1,0,840.0,460,2,1
1107,5,1.0,2,0,1185.0,547,2,0
1109,3,1.0,2,0,450.0,700,1,0
1112,0,1.5,2,0,1500.0,1134,2,1
1113,4,1.0,2,0,695.0,400,1,1
1114,0,1.0,2,0,1450.0,505,3,0
1115,9,1.0,1,0,2025.0,700,3,0
1116,8,1.0,3,0,700.0,459,1,1
1117,1,1.0,1,0,1400.0,520,3,0
1119,2,1.0,1,0,551.0,611,2,0
1120,2,1.0,1,0,1626.0,505,3,1
1121,0,2.0,2,0,2050.0,1000,3,0
1122,11,1.0,1,0,799.0,581,2,1
1123,4,2.0,3,0,1399.0,1412,2,1
1124,0,1.0,1,0,1095.0,219,2,0
1125,2,1.0,0,0,595.0,450,1,1
1126,11,1.0,1,0,1375.0,505,2,1
1127,7,1.0,1,0,645.0,650,1,1
1128,6,1.0,1,0,890.0,680,2,1
1130,10,1.0,1,0,855.0,735,2,1
1131,4,1.0,1,0,1099.0,649,2,0
1132,7,1.0,4,0,557.0,605,1,1
1133,8,1.0,1,0,630.0,700,1,1
1134,8,1.0,3,0,885.0,1240,1,1
1135,7,1.0,1,0,905.0,751,1,1
1136,0,1.0,1,0,1212.0,620,2,1
1137,6,1.0,2,0,1255.0,1200,1,1
1138,7,1.0,1,0,705.0,640,1,1
1139,2,1.0,1,0,780.0,555,2,0
1140,2,1.0,1,0,550.0,610,1,1
1141,8,1.0,2,0,725.0,916,1,1
1142,6,1.0,2,0,875.0,800,1,1
1144,8,1.0,1,0,999.0,700,1,1
1146,3,1.0,2,0,1294.0,735,3,1
1147,0,2.0,3,0,1175.0,1312,2,1
1148,10,1.0,1,0,1295.0,600,3,0
1149,12,1.0,2,0,1070.0,612,3,1
1150,9,2.0,2,0,1515.0,1128,2,1
1151,14,1.0,1,0,1294.0,863,2,1
1152,5,1.0,1,0,670.0,572,1,1
1153,6,1.0,1,0,505.0,575,2,1
1154,0,1.0,1,0,810.0,719,1,1
1155,9,1.0,1,0,767.0,735,1,1
1156,9,1.0,3,0,639.0,600,1,1
1157,10,1.0,1,0,803.0,850,1,1
1158,1,1.0,1,0,1213.0,630,3,1
1159,1,1.0,1,0,1627.0,741,3,1
1160,11,1.0,3,0,1802.0,522,3,1
1161,3,1.0,0,0,2195.0,336,3,1
1162,12,1.0,1,0,1255.0,786,2,1
1163,2,2.0,3,0,844.0,1623,1,1
1164,6,1.0,1,0,1160.0,560,3,1
1165,0,1.0,2,0,2085.0,583,3,1
1166,9,1.0,1,0,1149.0,768,2,1
1167,0,1.0,1,0,1880.0,675,3,1
1168,5,1.0,1,0,1511.0,733,3,1
1169,8,1.0,1,0,2135.0,426,3,1
1170,9,1.0,1,0,2727.0,720,3,1
1175,3,2.0,3,0,1399.0,1385,2,1
1176,4,2.0,3,0,1249.0,1202,2,1
1177,2,2.0,3,0,1499.0,1064,2,1
1179,0,1.0,2,0,2150.0,580,3,1
1180,10,1.0,2,0,1247.0,1000,2,0
1181,3,1.0,1,0,922.0,543,2,1
1182,2,1.0,1,0,700.0,585,2,0
1183,0,1.0,2,0,943.0,955,1,0
1184,0,1.0,1,0,1100.0,840,3,1
1185,1,1.0,1,0,1385.0,550,3,1
1186,0,1.0,1,0,895.0,720,2,1
1187,0,2.5,2,0,2150.0,1236,3,0
1190,0,1.0,2,0,1695.0,875,3,1
1191,0,1.0,1,0,1450.0,559,3,1
1192,0,1.0,1,0,1000.0,715,2,1
1193,0,2.5,3,0,1650.0,1542,2,1
1194,0,1.0,1,0,1135.0,588,2,0
1195,0,1.0,0,0,659.0,315,1,1
1196,0,1.0,1,0,1795.0,913,2,1
1197,0,1.0,1,0,2950.0,1000,2,0
1198,0,1.0,2,0,999.0,870,2,0
1199,0,2.0,2,0,1995.0,1100,2,1
1201,0,1.0,2,0,795.0,696,1,0
1202,0,1.0,1,0,615.0,600,1,0
1205,0,1.0,1,0,675.0,750,1,1
1206,0,2.0,2,0,2215.0,950,3,1
1207,0,1.0,1,0,735.0,640,1,1
1208,0,1.0,2,0,1125.0,864,2,1
1209,1,2.5,3,0,1550.0,1430,2,1
1210,0,2.0,2,0,1250.0,1324,2,1
1211,0,1.0,2,0,900.0,925,1,1
1212,0,2.0,2,0,1625.0,1324,2,1
1213,0,2.0,2,0,1449.0,1498,2,1
1215,0,1.0,2,0,675.0,840,1,0
1216,4,1.0,1,0,965.0,700,2,1
1217,0,1.0,1,0,1295.0,925,3,1
1218,0,1.0,1,0,1649.0,808,3,0
1220,0,2.0,2,0,1149.0,868,2,1
1222,3,1.0,1,0,1265.0,679,2,0
1223,0,1.0,1,0,1515.0,773,2,1
1224,0,1.0,2,0,2195.0,894,3,1
1225,0,2.0,3,0,2450.0,1400,3,0
1226,0,1.0,2,0,1553.0,632,2,0
1227,3,1.0,1,0,1903.0,571,2,0
1229,3,1.0,1,0,995.0,673,2,0
1230,5,1.0,1,0,1191.0,827,2,0
1231,2,1.0,1,0,980.0,650,2,0
1232,3,1.0,1,0,1115.0,642,2,0
1233,0,1.0,1,0,750.0,535,1,0
1234,6,1.0,1,0,1805.0,860,2,1
1235,0,1.0,1,0,800.0,758,2,0
1236,0,3.0,3,0,1295.0,1400,2,1
1237,4,1.0,1,0,1055.0,528,2,1
1238,0,1.0,2,0,809.0,337,2,0
1239,0,2.0,3,0,1325.0,1134,2,1
1240,0,1.0,2,0,1195.0,1183,2,1
1242,4,1.0,1,0,955.0,720,2,0
1243,0,1.0,1,0,1875.0,842,2,1
1244,3,1.0,1,0,1250.0,601,2,0
1245,0,1.0,1,0,665.0,700,1,1
1246,0,2.5,2,0,949.0,1204,1,1
1247,0,1.0,1,0,459.0,700,1,1
1248,5,1.0,1,0,919.0,720,2,0
1249,0,1.0,1,0,1425.0,700,3,1
1251,0,1.0,1,0,1285.0,786,2,1
1252,0,1.0,1,0,1168.0,740,2,1
1253,4,1.0,1,0,955.0,655,2,1
1256,4,1.0,2,0,1160.0,490,2,0
1257,4,1.0,1,0,1470.0,675,3,1
1258,8,1.0,1,0,1279.0,719,3,1
1259,6,1.0,1,0,1375.0,750,3,1
1260,5,1.0,1,0,829.0,670,1,1
1261,4,2.0,4,0,1549.0,1351,2,1
1262,4,2.0,4,0,1499.0,1425,3,1
1264,7,1.0,1,0,790.0,800,1,1
1265,4,1.0,1,0,1100.0,579,3,1
1266,13,2.0,2,0,2098.0,1058,3,1
1267,0,2.0,2,0,1738.0,750,2,1
1268,3,1.0,3,0,1099.0,1050,2,1
1269,7,1.0,2,0,1060.0,742,2,0
1270,2,1.0,2,0,775.0,750,2,0
1271,7,1.0,3,0,555.0,515,1,1
1272,1,1.0,2,0,1020.0,850,1,1
1273,10,1.0,2,0,1778.0,671,2,1
1274,2,2.0,4,0,1500.0,1500,1,1
1275,2,1.0,2,0,1250.0,546,2,0
1276,4,2.0,4,0,1680.0,1000,2,0
1277,8,1.0,1,0,555.0,659,2,1
1280,8,1.0,2,0,2318.0,652,3,1
1281,7,1.0,2,0,610.0,550,1,1
1282,8,1.0,1,0,780.0,750,2,1
1283,0,1.0,1,0,1110.0,806,2,1
1284,6,1.0,1,0,800.0,760,1,1
1285,10,2.0,2,0,950.0,900,2,1
1286,2,1.0,1,0,1216.0,547,3,1
1287,8,1.0,1,0,1335.0,623,2,1
1288,0,1.0,1,0,1196.0,688,2,1
1289,0,1.0,3,0,1039.0,650,1,1
1290,15,1.0,3,0,1483.0,451,3,0
1291,5,2.0,3,0,950.0,1386,1,1
1292,11,1.0,1,0,1800.0,390,3,1
1293,6,1.0,1,0,1098.0,672,2,1
1294,9,1.0,3,0,1250.0,600,2,1
1295,0,1.0,1,0,890.0,754,1,0
1296,4,1.0,1,0,1599.0,500,2,1
1298,5,2.0,3,0,1099.0,1402,1,1
1299,3,2.0,3,0,1499.0,1398,2,1
1300,1,1.0,1,0,828.0,549,2,0
1301,0,1.0,2,0,932.0,569,2,0
1302,6,1.0,1,0,1149.0,530,2,1
1303,1,1.0,1,0,799.0,627,2,1
1304,2,1.0,1,0,1155.0,737,2,1
1305,0,2.0,3,0,795.0,1152,1,1
1306,0,2.0,1,0,1490.0,980,2,1
1307,2,2.0,2,0,1650.0,1610,3,0
1308,0,2.0,2,0,1009.0,950,2,1
1309,0,1.0,1,0,800.0,425,2,0
1310,0,1.0,1,0,2050.0,510,3,1
1311,0,1.0,2,0,1875.0,786,3,0
1312,0,1.0,1,0,995.0,842,2,1
1314,0,1.0,3,0,975.0,564,1,1
1315,0,2.0,2,0,1150.0,1030,1,1
1317,3,1.0,1,0,575.0,790,1,0
1318,2,1.0,2,0,1595.0,1050,2,1
1319,0,1.0,1,0,837.0,697,1,0
1320,0,2.0,2,0,2859.0,905,3,1
1321,0,1.0,1,0,660.0,400,3,0
1322,0,2.0,2,0,1445.0,870,3,1
1323,0,1.0,1,0,950.0,409,2,1
1324,0,2.0,2,0,1575.0,1324,3,1
1325,0,1.0,2,0,1895.0,825,3,0
1326,0,1.0,1,0,1975.0,710,3,0
1327,0,1.0,1,0,1699.0,800,3,1
1328,0,1.5,2,0,1295.0,932,3,1
1329,0,1.0,1,0,975.0,645,2,1
1330,5,1.0,1,0,625.0,645,1,1
1331,0,1.0,1,0,899.0,620,2,1
1332,0,1.0,2,0,595.0,675,1,1
1333,0,1.0,2,0,875.0,825,2,0
1334,0,1.0,1,0,895.0,600,2,1
1335,0,1.0,2,0,1805.0,522,2,0
1336,7,1.0,1,0,1565.0,560,2,0
1337,0,1.0,1,0,705.0,890,2,0
1338,0,1.0,1,0,1695.0,700,3,1
1340,3,1.0,1,0,1150.0,610,2,0
1341,1,1.0,1,0,1110.0,570,2,0
1342,3,1.0,1,0,860.0,554,2,0
1343,0,1.0,1,0,1865.0,711,2,0
1344,0,1.0,1,0,1050.0,500,3,1
1346,4,1.0,1,0,1149.0,607,2,1
1347,5,1.0,1,0,1300.0,561,2,1
1348,6,1.0,1,0,1705.0,759,2,1
1349,0,1.0,2,0,1900.0,1000,3,1
1350,0,2.0,2,0,1399.0,1110,3,1
1351,3,1.0,1,0,995.0,600,2,0
1353,0,1.0,1,0,1050.0,685,2,1
1354,0,2.0,2,0,1150.0,925,2,1
1355,0,1.0,1,0,1229.0,650,3,1
1356,0,1.0,1,0,975.0,811,1,1
1357,0,1.0,1,0,925.0,825,2,1
1358,0,1.5,2,0,1995.0,800,3,1
1359,4,1.0,1,0,703.0,734,1,1
1360,0,1.0,3,0,1297.0,507,2,1
